wastewater_treatment_plant.name,collection_date,target,dilution,assay,gc_per_lww,TotalDroplets,flow,ara_id,population
ARA Chur,2024-03-01T00:00:00Z,IAV-M,5,RESPV6,8474.960522746384,22736,23010,390101,55000
ARA Chur,2024-03-01T00:00:00Z,IBV-M,5,RESPV6,4237.387068492991,22736,23010,390101,55000
ARA Chur,2024-03-02T00:00:00Z,SARS-N1,5,RESPV6,59380.28655656861,17852,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,SARS-N2,5,RESPV6,53980.56603388272,17852,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,RSV-N,5,RESPV6,37783.22012521767,17852,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,IAV-M,5,RESPV6,26986.5022297878,17852,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,IBV-M,5,RESPV6,10793.693774125784,17852,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,SARS-N1,5,RESPV6,68817.16663465963,19606,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,SARS-N2,5,RESPV6,58983.13266703501,19606,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,RSV-N,5,RESPV6,49150.10242832998,19606,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,IAV-M,5,RESPV6,9828.014666027251,19606,15034,390101,55000
ARA Chur,2024-03-02T00:00:00Z,IBV-M,5,RESPV6,34402.438613821156,19606,15034,390101,55000
ARA Chur,2024-03-03T00:00:00Z,SARS-N1,5,RESPV6,60967.693426057835,18968,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,SARS-N2,5,RESPV6,35559.79875122877,18968,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,RSV-N,5,RESPV6,5079.167718599463,18968,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,IAV-M,5,RESPV6,60967.693426057835,18968,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,IBV-M,5,RESPV6,10158.60323397314,18968,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,SARS-N1,5,RESPV6,51878.89930437601,18575,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,SARS-N2,5,RESPV6,57068.32609763425,18575,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,RSV-N,5,RESPV6,5186.632948580975,18575,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,IAV-M,5,RESPV6,31123.98702931581,18575,14385,390101,55000
ARA Chur,2024-03-03T00:00:00Z,IBV-M,5,RESPV6,-0,18575,14385,390101,55000
STEP Neuchatel,2024-02-27T00:00:00Z,SARS-N1,3,RESPV6,42405.89157111014,20454,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,SARS-N2,3,RESPV6,28267.13744438853,20454,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,RSV-N,3,RESPV6,2826.0917798698792,20454,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,IAV-M,3,RESPV6,16958.623624090957,20454,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,IBV-M,3,RESPV6,5652.321738051077,20454,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,SARS-N1,3,RESPV6,48111.77831858978,20433,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,SARS-N2,3,RESPV6,42449.490200426095,20433,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,RSV-N,3,RESPV6,5658.131191686739,20433,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,IAV-M,3,RESPV6,22635.84862568635,20433,11822,645800,40697
STEP Neuchatel,2024-02-27T00:00:00Z,IBV-M,3,RESPV6,-0,20433,11822,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,SARS-N1,3,RESPV6,50445.80312153002,19488,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,SARS-N2,3,RESPV6,41540.40294346966,19488,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,RSV-N,3,RESPV6,8899.002127975144,19488,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,IAV-M,3,RESPV6,29668.669854281212,19488,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,IBV-M,3,RESPV6,2966.18182018317,19488,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,SARS-N1,3,RESPV6,27315.178050126833,19050,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,SARS-N2,3,RESPV6,33386.97093470994,19050,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,RSV-N,3,RESPV6,6068.924170421653,19050,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,IAV-M,3,RESPV6,15173.505326162622,19050,13050,645800,40697
STEP Neuchatel,2024-02-29T00:00:00Z,IBV-M,3,RESPV6,3034.3824363588033,19050,13050,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,SARS-N1,3,RESPV6,37724.56861464757,18393,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,SARS-N2,3,RESPV6,53450.408200202146,18393,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,RSV-N,3,RESPV6,9428.834244558222,18393,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,IAV-M,3,RESPV6,31435.430515951197,18393,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,IBV-M,3,RESPV6,9428.834244558222,18393,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,SARS-N1,3,RESPV6,53324.23644597249,19521,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,SARS-N2,3,RESPV6,50360.48797925114,19521,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,RSV-N,3,RESPV6,5922.486501912595,19521,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,IAV-M,3,RESPV6,32581.18762640903,19521,12732,645800,40697
STEP Neuchatel,2024-03-01T00:00:00Z,IBV-M,3,RESPV6,-0,19521,12732,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,SARS-N1,3,RESPV6,66962.05796392978,19002,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,SARS-N2,3,RESPV6,60871.39169117425,19002,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,RSV-N,3,RESPV6,3042.0476394730504,19002,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,IAV-M,3,RESPV6,27384.19389933974,19002,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,IBV-M,3,RESPV6,12169.15124665259,19002,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,SARS-N1,3,RESPV6,64383.15243631806,20661,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,SARS-N2,3,RESPV6,55981.28199712828,20661,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,RSV-N,3,RESPV6,2797.7768311222517,20661,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,IAV-M,3,RESPV6,13990.238519317183,20661,12530,645800,40697
STEP Neuchatel,2024-03-02T00:00:00Z,IBV-M,3,RESPV6,13990.238519317183,20661,12530,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,SARS-N1,3,RESPV6,70549.40038679613,19676,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,SARS-N2,3,RESPV6,70549.40038679613,19676,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,RSV-N,3,RESPV6,11752.255445199648,19676,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,IAV-M,3,RESPV6,8813.967570221223,19676,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,IBV-M,3,RESPV6,11752.255445199648,19676,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,SARS-N1,3,RESPV6,53168.91517729776,19578,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,SARS-N2,3,RESPV6,59079.592436719184,19578,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,RSV-N,3,RESPV6,8858.090310505591,19578,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,IAV-M,3,RESPV6,11811.0887636285,19578,12822,645800,40697
STEP Neuchatel,2024-03-03T00:00:00Z,IBV-M,3,RESPV6,23624.5914019509,19578,12822,645800,40697
CDA Lugano,2024-02-27T00:00:00Z,SARS-N2,5,RESPV6,4650.356657681249,20717,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,RSV-N,5,RESPV6,23254.02837333652,20717,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,IAV-M,5,RESPV6,4650.356657681249,20717,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,IBV-M,5,RESPV6,13951.74345516939,20717,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,SARS-N1,5,RESPV6,13951.74345516939,20717,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,SARS-N2,5,RESPV6,4521.371052348482,21308,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,RSV-N,5,RESPV6,4521.371052348482,21308,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,IAV-M,5,RESPV6,4521.371052348482,21308,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,IBV-M,5,RESPV6,40699.98056737949,21308,172722,515100,124000
CDA Lugano,2024-02-27T00:00:00Z,SARS-N1,5,RESPV6,13564.749795506312,21308,172722,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,SARS-N2,5,RESPV6,14533.34380552638,19888,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,RSV-N,5,RESPV6,14533.34380552638,19888,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,IAV-M,5,RESPV6,9688.652261409485,19888,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,IBV-M,5,RESPV6,14533.34380552638,19888,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,SARS-N1,5,RESPV6,9688.652261409485,19888,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,SARS-N2,5,RESPV6,13746.692740890245,21026,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,RSV-N,5,RESPV6,13746.692740890245,21026,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,IAV-M,5,RESPV6,-0,21026,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,IBV-M,5,RESPV6,18329.35958347895,21026,116510,515100,124000
CDA Lugano,2024-02-28T00:00:00Z,SARS-N1,5,RESPV6,13746.692740890245,21026,116510,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,SARS-N2,5,RESPV6,-0,21855,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,RSV-N,5,RESPV6,8816.611489653338,21855,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,IAV-M,5,RESPV6,4408.204886723343,21855,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,IBV-M,5,RESPV6,13225.2198272302,21855,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,SARS-N1,5,RESPV6,22043.04178021575,21855,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,SARS-N2,5,RESPV6,8464.163920408251,22765,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,RSV-N,5,RESPV6,4231.989004622548,22765,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,IAV-M,5,RESPV6,-0,22765,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,IBV-M,5,RESPV6,16929.071550864217,22765,183198,515100,124000
CDA Lugano,2024-03-01T00:00:00Z,SARS-N1,5,RESPV6,29627.82773878295,22765,183198,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,SARS-N2,5,RESPV6,19743.64463927449,19520,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,RSV-N,5,RESPV6,14807.35413118246,19520,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,IAV-M,5,RESPV6,4935.531837453403,19520,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,IBV-M,5,RESPV6,24680.188089413114,19520,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,SARS-N1,5,RESPV6,14807.35413118246,19520,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,SARS-N2,5,RESPV6,17876.16346552593,21559,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,RSV-N,5,RESPV6,8937.66710726494,21559,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,IAV-M,5,RESPV6,-0,21559,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,IBV-M,5,RESPV6,13406.811620404977,21559,159247,515100,124000
CDA Lugano,2024-03-02T00:00:00Z,SARS-N1,5,RESPV6,26815.489228654304,21559,159247,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,SARS-N2,5,RESPV6,9349.681071013869,20609,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,RSV-N,5,RESPV6,18700.269613754022,20609,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,IAV-M,5,RESPV6,-0,20609,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,IBV-M,5,RESPV6,18700.269613754022,20609,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,SARS-N1,5,RESPV6,32727.854322709347,20609,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,SARS-N2,5,RESPV6,46219.35764556325,18764,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,RSV-N,5,RESPV6,25674.68332765831,18764,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,IAV-M,5,RESPV6,-0,18764,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,IBV-M,5,RESPV6,10269.05225937756,18764,107975,515100,124000
CDA Lugano,2024-03-04T00:00:00Z,SARS-N1,5,RESPV6,41082.77831134364,18764,107975,515100,124000
ARA Buholz,2024-02-28T00:00:00Z,SARS-N2,3,RESPV6,42701.811102690626,17604,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,RSV-N,3,RESPV6,9851.464567190646,17604,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,IAV-M,3,RESPV6,3283.6349716601717,17604,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,IBV-M,3,RESPV6,-0,17604,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,SARS-N1,3,RESPV6,36130.24808878267,17604,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,SARS-N2,3,RESPV6,60740.26535695864,19043,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,RSV-N,3,RESPV6,9106.9718763216,19043,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,IAV-M,3,RESPV6,24288.44752710854,19043,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,IBV-M,3,RESPV6,9106.9718763216,19043,75088,102400,178555
ARA Buholz,2024-02-28T00:00:00Z,SARS-N1,3,RESPV6,51625.15563088863,19043,75088,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,SARS-N2,3,RESPV6,17473.313578263853,16543,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,RSV-N,3,RESPV6,27959.837637155164,16543,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,IAV-M,3,RESPV6,10483.354296742657,16543,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,IBV-M,3,RESPV6,3494.240182901595,16543,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,SARS-N1,3,RESPV6,17473.313578263853,16543,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,SARS-N2,3,RESPV6,42942.63517974126,21545,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,RSV-N,3,RESPV6,2682.98026031885,21545,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,IAV-M,3,RESPV6,8049.31440594828,21545,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,IBV-M,3,RESPV6,2682.98026031885,21545,115158,102400,178555
ARA Buholz,2024-03-01T00:00:00Z,SARS-N1,3,RESPV6,40257.78563755068,21545,115158,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,SARS-N2,3,RESPV6,33487.19779183275,18993,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,RSV-N,3,RESPV6,-0,18993,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,IAV-M,3,RESPV6,9130.948318188077,18993,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,IBV-M,3,RESPV6,12174.918313261662,18993,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,SARS-N1,3,RESPV6,39577.86406458678,18993,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,SARS-N2,3,RESPV6,27915.95258995702,16569,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,RSV-N,3,RESPV6,6977.724321379492,16569,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,IAV-M,3,RESPV6,6977.724321379492,16569,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,IBV-M,3,RESPV6,3488.7568715129346,16569,73620,102400,178555
ARA Buholz,2024-03-02T00:00:00Z,SARS-N1,3,RESPV6,24425.721135947988,16569,73620,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,SARS-N2,3,RESPV6,65618.65639190856,17628,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,RSV-N,3,RESPV6,26238.52437613111,17628,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,IAV-M,3,RESPV6,9838.050948453843,17628,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,IBV-M,3,RESPV6,3279.164273075902,17628,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,SARS-N1,3,RESPV6,52488.96452214958,17628,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,SARS-N2,3,RESPV6,37834.25791267538,19868,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,RSV-N,3,RESPV6,14548.707184123828,19868,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,IAV-M,3,RESPV6,34923.05103194659,19868,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,IBV-M,3,RESPV6,14548.707184123828,19868,70613,102400,178555
ARA Buholz,2024-03-03T00:00:00Z,SARS-N1,3,RESPV6,37834.25791267538,19868,70613,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,SARS-N2,3,RESPV6,55452.886401026626,18772,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,RSV-N,3,RESPV6,24639.159882060623,18772,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,IAV-M,3,RESPV6,9238.454223031124,18772,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,IBV-M,3,RESPV6,15398.244106109943,18772,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,SARS-N1,3,RESPV6,58535.16268128722,18772,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,SARS-N2,3,RESPV6,60418.979284598434,18187,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,RSV-N,3,RESPV6,6356.919417832382,18187,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,IAV-M,3,RESPV6,6356.919417832382,18187,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,IBV-M,3,RESPV6,-0,18187,73105,102400,178555
ARA Buholz,2024-03-04T00:00:00Z,SARS-N1,3,RESPV6,54056.11195381975,18187,73105,102400,178555
ARA Altenrhein,2024-02-28T00:00:00Z,SARS-N2,3,RESPV6,61528.76043403659,20679,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,RSV-N,3,RESPV6,13978.059267711342,20679,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,IAV-M,3,RESPV6,22366.517602631753,20679,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,IBV-M,3,RESPV6,8386.429932462579,20679,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,SARS-N1,3,RESPV6,47539.19909657513,20679,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,SARS-N2,3,RESPV6,37457.07514394904,20068,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,RSV-N,3,RESPV6,8641.786307890865,20068,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,IAV-M,3,RESPV6,25929.235806124987,20068,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,IBV-M,3,RESPV6,2880.451885888186,20068,18557,323700,64000
ARA Altenrhein,2024-02-28T00:00:00Z,SARS-N1,3,RESPV6,48987.213956049134,20068,18557,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,SARS-N2,3,RESPV6,54111.84229923013,19237,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,RSV-N,3,RESPV6,15025.98677729828,19237,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,IAV-M,3,RESPV6,6009.925999183653,19237,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,IBV-M,3,RESPV6,3004.884891802331,19237,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,SARS-N1,3,RESPV6,69151.90384378788,19237,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,SARS-N2,3,RESPV6,78499.8054212663,19895,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,RSV-N,3,RESPV6,-0,19895,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,IAV-M,3,RESPV6,14528.960289663011,19895,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,IBV-M,3,RESPV6,2905.499923105445,19895,32450,323700,64000
ARA Altenrhein,2024-03-01T00:00:00Z,SARS-N1,3,RESPV6,69772.33845160378,19895,32450,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,SARS-N2,3,RESPV6,96367.4793702948,20411,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,RSV-N,3,RESPV6,-0,20411,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,IAV-M,3,RESPV6,5664.230108217777,20411,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,IBV-M,3,RESPV6,-0,20411,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,SARS-N1,3,RESPV6,56667.293600852725,20411,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,SARS-N2,3,RESPV6,84388.74661764543,20564,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,RSV-N,3,RESPV6,-0,20564,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,IAV-M,3,RESPV6,-0,20564,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,IBV-M,3,RESPV6,11244.71712681039,20564,18000,323700,64000
ARA Altenrhein,2024-03-02T00:00:00Z,SARS-N1,3,RESPV6,75944.32574000697,20564,18000,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,SARS-N2,3,RESPV6,98279.1258833716,18837,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,RSV-N,3,RESPV6,30694.28078076502,18837,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,IAV-M,3,RESPV6,15345.103015097557,18837,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,IBV-M,3,RESPV6,3068.694726813699,18837,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,SARS-N1,3,RESPV6,89058.3562031018,18837,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,SARS-N2,3,RESPV6,111498.67493148331,20238,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,RSV-N,3,RESPV6,19996.752155576916,20238,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,IAV-M,3,RESPV6,14282.68846882293,20238,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,IBV-M,3,RESPV6,11425.86843176714,20238,17546,323700,64000
ARA Altenrhein,2024-03-03T00:00:00Z,SARS-N1,3,RESPV6,88609.61134156659,20238,17546,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,SARS-N2,3,RESPV6,215694.89353268393,21479,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,RSV-N,3,RESPV6,10765.650393479253,21479,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,IAV-M,3,RESPV6,13457.376311127897,21479,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,IBV-M,3,RESPV6,8074.04981521356,21479,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,SARS-N1,3,RESPV6,199489.8280472157,21479,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,SARS-N2,3,RESPV6,184363.14034446128,20412,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,RSV-N,3,RESPV6,16993.523041133296,20412,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,IAV-M,3,RESPV6,5663.952599513973,20412,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,IBV-M,3,RESPV6,11328.460243626756,20412,17431,323700,64000
ARA Altenrhein,2024-03-04T00:00:00Z,SARS-N1,3,RESPV6,173000.7208851824,20412,17431,323700,64000
ARA Zuchwil,2024-02-27T00:00:00Z,SARS-N2,3,RESPV6,6668.989705477685,17336,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,RSV-N,3,RESPV6,3334.3986746319533,17336,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,IAV-M,3,RESPV6,6668.989705477685,17336,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,IBV-M,3,RESPV6,10003.773114719092,17336,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,SARS-N1,3,RESPV6,3334.3986746319533,17336,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,SARS-N2,3,RESPV6,16100.796240163909,17953,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,RSV-N,3,RESPV6,6439.780332871723,17953,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,IAV-M,3,RESPV6,6439.780332871723,17953,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,IBV-M,3,RESPV6,9659.939560919764,17953,85314,253400,95793
ARA Zuchwil,2024-02-27T00:00:00Z,SARS-N1,3,RESPV6,12880.278190022418,17953,85314,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,SARS-N2,3,RESPV6,6777.285528705231,17059,82131,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,RSV-N,3,RESPV6,-0,17059,82131,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,IAV-M,3,RESPV6,-0,17059,82131,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,IBV-M,3,RESPV6,13555.36576724741,17059,82131,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,SARS-N1,3,RESPV6,10166.22629760074,17059,82131,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,SARS-N2,3,RESPV6,6357.968241364774,18184,82131,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,RSV-N,3,RESPV6,-0,18184,82131,253400,95793
ARA Zuchwil,2024-02-29T00:00:00Z,IAV-M,3,RESPV6,9537.214630426202,18184,82131,253400,95793
